AmaZulu FC
Bloemfontein Celtic
Cape Town City
Chippa United
Golden Arrows
Kaizer Chiefs
Mamelodi Sundowns
Moroka Swallows
Orlando Pirates
Polokwane City
Richards Bay FC
Royal AM
Sekhukhune United
Stellenbosch FC
SuperSport United
TS Galaxy
